"Rate","Quantity","Discount","Item Name","Sales Amount","Net Sales","Month","Date","Discount_per_unit","Year","id"
109.07,26,32.76,Cafe Latte King,2835.82,2803.06,,"2023-04-20",1.260000,,1978
179.99,26,78.52,Smoked Chicken N Mozzarella Toastizza,4679.74,4601.219999999999,,"2023-04-12",3.020000,,1979
233.45,6,23.28,Honey Cinnamon Coffee,1400.7,1377.42,,"2023-03-22",3.880000,,1980
109.07,42,52.92,Cafe Latte King,4580.94,4528.0199999999995,,"2023-05-01",1.260000,,1981
109.74,25,94.25,Salted Caramel Cappuccino,2743.5,2649.25,,"2023-04-13",3.770000,,1982
206.17,12,31.68,Smoked Chicken Sandwich,2474.04,2442.36,,"2023-05-01",2.640000,,1983
225.70,21,99.96,Chilli Cheese Toast,4739.7,4639.74,,"2023-04-20",4.760000,,1984
185.05,21,86.31,Croissant,3886.05,3799.7400000000002,,"2023-04-13",4.110000,,1985
130.23,21,88.62,Caramel Affogato,2734.83,2646.21,,"2023-03-22",4.220000,,1986
195.26,24,68.16,Adrak Wali Chai,4686.24,4618.08,,"2023-05-01",2.840000,,1987
109.07,13,16.38,Cafe Latte King,1417.91,1401.53,,"2023-04-20",1.260000,,1988
172.51,7,23.52,Tandoori Chicken Double Decker Sandwich,1207.57,1184.05,,"2023-03-22",3.360000,,1989
167.97,30,34.50,Smoked Chicken Double Decker Sandwich,5039.1,5004.6,,"2023-04-13",1.150000,,1990
226.41,17,75.48,Peri Peri Garlic Bread,3848.97,3773.49,,"2023-04-20",4.440000,,1991
252.24,16,14.72,Hazelnut Brownie,4035.84,4021.1200000000003,,"2023-03-22",0.920000,,1992
156.45,25,53.00,Classic Garlic Bread,3911.25,3858.25,,"2023-04-20",2.120000,,1993
206.34,29,118.03,Paneer Tikka Double Decker Sandwich,5983.86,5865.83,,"2023-03-22",4.070000,,1994
182.49,21,73.71,Flat White,3832.29,3758.58,,"2023-04-13",3.510000,,1995
204.53,20,34.40,Cafe Americano Regular,4090.6,4056.2,,"2023-05-01",1.720000,,1996
201.15,11,29.37,Cafe Latte Regular,2212.65,2183.28,,"2023-04-13",2.670000,,1997
180.56,13,13.52,Classic New York Cheesecake,2347.28,2333.76,,"2023-03-22",1.040000,,1998
160.93,9,24.57,Hazelnut Cappuccino,1448.37,1423.8,,"2023-04-13",2.730000,,1999
195.41,26,76.18,Plant Milk Frappe-Coconut,5080.66,5004.48,,"2023-03-23",2.930000,,2000
147.59,27,63.72,Soya Cappuccino King,3984.93,3921.21,,"2023-03-23",2.360000,,2001
191.47,15,43.05,Nutty Chocolate Croissant Sundae,2872.05,2829.0,,"2023-05-01",2.870000,,2002
228.98,8,21.12,Chocolate Croissant,1831.84,1810.72,,"2023-03-23",2.640000,,2003
99.79,40,36.40,Cappuccino Regular,3991.6,3955.2,,"2023-05-01",0.910000,,2004
167.97,22,25.30,Smoked Chicken Double Decker Sandwich,3695.34,3670.04,,"2023-05-01",1.150000,,2005
106.80,23,40.02,Dutch Truffle Cake,2456.4,2416.38,,"2023-05-01",1.740000,,2006
173.56,21,96.39,Signature Choco Fantasy,3644.76,3548.3700000000003,,"2023-05-01",4.590000,,2007
243.15,13,21.84,Peanut Butter Banana Frappe,3160.95,3139.1099999999997,,"2023-03-23",1.680000,,2008
145.80,11,21.34,Hazelnut Latte,1603.8,1582.46,,"2023-04-20",1.940000,,2009
233.45,25,97.00,Honey Cinnamon Coffee,5836.25,5739.25,,"2023-05-01",3.880000,,2010
245.97,14,40.88,Vanilla Latte Regular,3443.58,3402.7,,"2023-05-01",2.920000,,2011
156.45,22,46.64,Classic Garlic Bread,3441.9,3395.26,,"2023-05-02",2.120000,,2012
140.51,23,90.62,Cafe Americano Strong,3231.73,3141.11,,"2023-04-20",3.940000,,2013
210.85,9,25.47,Red Velvet Cake,1897.65,1872.18,,"2023-05-02",2.830000,,2014
140.51,8,31.52,Cafe Americano Strong,1124.08,1092.56,,"2023-05-02",3.940000,,2015
156.45,23,48.76,Classic Garlic Bread,3598.35,3549.5899999999997,,"2023-04-20",2.120000,,2016
109.07,16,20.16,Cafe Latte King,1745.12,1724.9599999999998,,"2023-05-02",1.260000,,2017
174.70,20,24.40,Irish Affogato,3494.0,3469.6,,"2023-04-20",1.220000,,2018
141.44,8,26.48,Cheese Tomato Croissant Sliders,1131.52,1105.04,,"2023-05-05",3.310000,,2019
141.44,36,119.16,Cheese Tomato Croissant Sliders,5091.84,4972.68,,"2023-05-05",3.310000,,2020
182.12,11,45.43,Irish Coffee,2003.32,1957.8899999999999,,"2023-05-02",4.130000,,2021
251.37,20,87.00,Gooey Fudgy Brownie Sundae,5027.4,4940.4,,"2023-05-05",4.350000,,2022
228.98,25,66.00,Chocolate Croissant,5724.5,5658.5,,"2023-05-02",2.640000,,2023
210.85,14,39.62,Red Velvet Cake,2951.9,2912.28,,"2023-05-05",2.830000,,2024
176.72,5,16.25,Paneer N Mozzarella Toastizza,883.6,867.35,,"2023-05-05",3.250000,,2025
182.49,25,87.75,Flat White,4562.25,4474.5,,"2023-05-02",3.510000,,2026
195.41,18,52.74,Plant Milk Frappe-Coconut,3517.38,3464.6400000000003,,"2023-05-05",2.930000,,2027
179.99,26,78.52,Smoked Chicken N Mozzarella Toastizza,4679.74,4601.219999999999,,"2023-05-02",3.020000,,2028
175.70,8,12.24,Irish Latte,1405.6,1393.36,,"2023-04-20",1.530000,,2029
148.51,19,27.17,White Mocha,2821.69,2794.52,,"2023-04-21",1.430000,,2030
182.12,13,53.69,Irish Coffee,2367.56,2313.87,,"2023-04-21",4.130000,,2031
165.86,16,11.68,Sizzle My Brownie Sundae,2653.76,2642.0800000000004,,"2023-05-02",0.730000,,2032
130.23,26,109.72,Caramel Affogato,3385.98,3276.26,,"2023-04-21",4.220000,,2033
185.05,10,41.10,Croissant,1850.5,1809.4,,"2023-05-05",4.110000,,2034
165.86,29,21.17,Sizzle My Brownie Sundae,4809.94,4788.7699999999995,,"2023-05-02",0.730000,,2035
228.98,11,29.04,Chocolate Croissant,2518.78,2489.7400000000002,,"2023-05-05",2.640000,,2036
245.97,22,64.24,Vanilla Latte Regular,5411.34,5347.1,,"2023-04-21",2.920000,,2037
206.34,30,122.10,Paneer Tikka Double Decker Sandwich,6190.2,6068.099999999999,,"2023-05-05",4.070000,,2038
163.93,35,111.65,Berry Vanilla Croissant Sundae,5737.55,5625.900000000001,,"2023-05-05",3.190000,,2039
156.45,31,65.72,Classic Garlic Bread,4849.95,4784.23,,"2023-04-21",2.120000,,2040
241.92,24,112.08,Butterscotch Crunch Cake,5806.08,5694.0,,"2023-05-02",4.670000,,2041
165.86,10,7.30,Sizzle My Brownie Sundae,1658.6,1651.3,,"2023-05-02",0.730000,,2042
176.72,12,39.00,Paneer N Mozzarella Toastizza,2120.64,2081.64,,"2023-04-21",3.250000,,2043
109.74,48,180.96,Salted Caramel Cappuccino,5267.52,5086.56,,"2023-05-02",3.770000,,2044
195.31,13,62.92,Espresso,2539.03,2476.11,,"2023-05-02",4.840000,,2045
195.41,36,105.48,Plant Milk Frappe-Coconut,7034.76,6929.280000000001,,"2023-05-02",2.930000,,2046
156.45,6,12.72,Classic Garlic Bread,938.7,925.98,,"2023-05-02",2.120000,,2047
89.48,29,106.72,Hazelnut Affogato,2594.92,2488.2000000000003,,"2023-04-21",3.680000,,2048
147.59,20,47.20,Soya Cappuccino King,2951.8,2904.6000000000004,,"2023-05-05",2.360000,,2049
109.07,48,60.48,Cafe Latte King,5235.36,5174.88,,"2023-04-21",1.260000,,2050
225.70,13,61.88,Chilli Cheese Toast,2934.1,2872.22,,"2023-04-13",4.760000,,2051
146.26,16,9.28,Classic Hot Fudge Sundae,2340.16,2330.8799999999997,,"2023-05-02",0.580000,,2052
130.23,24,101.28,Caramel Affogato,3125.52,3024.24,,"2023-05-05",4.220000,,2053
174.70,22,26.84,Irish Affogato,3843.4,3816.56,,"2023-04-21",1.220000,,2054
206.17,18,47.52,Smoked Chicken Sandwich,3711.06,3663.54,,"2023-04-13",2.640000,,2055
141.44,7,23.17,Cheese Tomato Croissant Sliders,990.08,966.9100000000001,,"2023-05-05",3.310000,,2056
180.56,14,14.56,Classic New York Cheesecake,2527.84,2513.28,,"2023-04-13",1.040000,,2057
143.24,25,64.50,Tiramisu Affogato,3581.0,3516.5,,"2023-05-05",2.580000,,2058
222.93,6,14.10,Espresso Doppio,1337.58,1323.48,,"2023-04-21",2.350000,,2059
190.93,17,32.13,Classic Affogato,3245.81,3213.68,,"2023-05-05",1.890000,,2060
191.47,27,77.49,Nutty Chocolate Croissant Sundae,5169.69,5092.2,,"2023-04-13",2.870000,,2061
201.15,16,42.72,Cafe Latte Regular,3218.4,3175.6800000000003,,"2023-04-21",2.670000,,2062
233.45,18,69.84,Honey Cinnamon Coffee,4202.1,4132.26,,"2023-05-05",3.880000,,2063
130.23,42,177.24,Caramel Affogato,5469.66,5292.42,,"2023-04-13",4.220000,,2064
145.80,31,60.14,Hazelnut Latte,4519.8,4459.66,,"2023-04-21",1.940000,,2065
206.17,25,66.00,Smoked Chicken Sandwich,5154.25,5088.25,,"2023-05-05",2.640000,,2066
104.69,32,30.40,Spicy Mango Slush,3350.08,3319.68,,"2023-04-13",0.950000,,2067
210.85,22,62.26,Red Velvet Cake,4638.7,4576.44,,"2023-04-21",2.830000,,2068
191.47,6,17.22,Nutty Chocolate Croissant Sundae,1148.82,1131.6,,"2023-05-05",2.870000,,2069
222.93,16,37.60,Espresso Doppio,3566.88,3529.28,,"2023-04-21",2.350000,,2070
140.51,11,43.34,Cafe Americano Strong,1545.61,1502.27,,"2023-04-13",3.940000,,2071
125.37,26,59.28,Death By Chocolate Sundae,3259.62,3200.3399999999997,,"2023-05-05",2.280000,,2072
248.19,3,11.67,Vanilla Cappuccino Regular,744.57,732.9000000000001,,"2023-05-05",3.890000,,2073
176.72,23,74.75,Paneer N Mozzarella Toastizza,4064.56,3989.81,,"2023-05-05",3.250000,,2074
104.69,26,24.70,Spicy Mango Slush,2721.94,2697.2400000000002,,"2023-04-13",0.950000,,2075
245.97,11,32.12,Vanilla Latte Regular,2705.67,2673.55,,"2023-04-21",2.920000,,2076
179.99,12,36.24,Smoked Chicken N Mozzarella Toastizza,2159.88,2123.6400000000003,,"2023-05-05",3.020000,,2077
104.69,12,11.40,Spicy Mango Slush,1256.28,1244.8799999999999,,"2023-04-13",0.950000,,2078
148.51,17,24.31,White Mocha,2524.67,2500.36,,"2023-05-05",1.430000,,2079
89.48,58,213.44,Hazelnut Affogato,5189.84,4976.400000000001,,"2023-04-21",3.680000,,2080
172.51,30,100.80,Tandoori Chicken Double Decker Sandwich,5175.3,5074.5,,"2023-05-06",3.360000,,2081
204.53,19,32.68,Cafe Americano Regular,3886.07,3853.3900000000003,,"2023-04-21",1.720000,,2082
173.04,23,108.56,Spinach Corn N Cheese Sandwich,3979.92,3871.36,,"2023-04-13",4.720000,,2083
245.97,6,17.52,Vanilla Latte Regular,1475.82,1458.3,,"2023-05-06",2.920000,,2084
237.94,8,24.16,Choco Nirvana Sundae,1903.52,1879.36,,"2023-04-21",3.020000,,2085
155.00,13,51.48,Elaichi Chai,2015.0,1963.52,,"2023-04-14",3.960000,,2086
206.17,18,47.52,Smoked Chicken Sandwich,3711.06,3663.54,,"2023-05-06",2.640000,,2087
195.31,7,33.88,Espresso,1367.17,1333.29,,"2023-04-21",4.840000,,2088
148.51,16,22.88,White Mocha,2376.16,2353.2799999999997,,"2023-04-14",1.430000,,2089
185.05,25,102.75,Croissant,4626.25,4523.5,,"2023-05-06",4.110000,,2090
243.15,12,20.16,Peanut Butter Banana Frappe,2917.8,2897.6400000000003,,"2023-04-22",1.680000,,2091
179.99,24,72.48,Smoked Chicken N Mozzarella Toastizza,4319.76,4247.280000000001,,"2023-04-14",3.020000,,2092
150.19,29,60.03,Frappe Lite,4355.51,4295.4800000000005,,"2023-04-22",2.070000,,2093
165.86,14,10.22,Sizzle My Brownie Sundae,2322.04,2311.82,,"2023-05-06",0.730000,,2094
195.26,6,17.04,Adrak Wali Chai,1171.56,1154.52,,"2023-04-14",2.840000,,2095
167.97,8,9.20,Smoked Chicken Double Decker Sandwich,1343.76,1334.56,,"2023-05-06",1.150000,,2096
167.97,24,27.60,Smoked Chicken Double Decker Sandwich,4031.28,4003.6800000000003,,"2023-04-14",1.150000,,2097
195.31,23,111.32,Espresso,4492.13,4380.81,,"2023-05-06",4.840000,,2098
239.31,8,27.92,Paneer Tikka Sandwich,1914.48,1886.56,,"2023-05-06",3.490000,,2099
140.51,27,106.38,Cafe Americano Strong,3793.77,3687.39,,"2023-05-06",3.940000,,2100
210.85,11,31.13,Red Velvet Cake,2319.35,2288.22,,"2023-05-06",2.830000,,2101
167.97,12,13.80,Smoked Chicken Double Decker Sandwich,2015.64,2001.8400000000001,,"2023-05-02",1.150000,,2102
125.37,41,93.48,Death By Chocolate Sundae,5140.17,5046.6900000000005,,"2023-04-14",2.280000,,2103
228.98,15,39.60,Chocolate Croissant,3434.7,3395.1,,"2023-05-06",2.640000,,2104
99.79,27,24.57,Cappuccino Regular,2694.33,2669.7599999999998,,"2023-05-03",0.910000,,2105
141.44,31,102.61,Cheese Tomato Croissant Sliders,4384.64,4282.030000000001,,"2023-05-06",3.310000,,2106
173.56,12,55.08,Signature Choco Fantasy,2082.72,2027.6399999999999,,"2023-04-14",4.590000,,2107
99.79,55,50.05,Cappuccino Regular,5488.45,5438.4,,"2023-05-03",0.910000,,2108
190.93,14,26.46,Classic Affogato,2673.02,2646.56,,"2023-05-06",1.890000,,2109
195.26,20,56.80,Adrak Wali Chai,3905.2,3848.3999999999996,,"2023-04-14",2.840000,,2110
226.41,17,75.48,Peri Peri Garlic Bread,3848.97,3773.49,,"2023-05-03",4.440000,,2111
204.53,12,20.64,Cafe Americano Regular,2454.36,2433.7200000000003,,"2023-05-06",1.720000,,2112
174.70,9,10.98,Irish Affogato,1572.3,1561.32,,"2023-04-14",1.220000,,2113
167.97,38,43.70,Smoked Chicken Double Decker Sandwich,6382.86,6339.16,,"2023-05-03",1.150000,,2114
190.93,7,13.23,Classic Affogato,1336.51,1323.28,,"2023-05-06",1.890000,,2115
210.85,16,45.28,Red Velvet Cake,3373.6,3328.3199999999997,,"2023-04-14",2.830000,,2116
148.51,32,45.76,White Mocha,4752.32,4706.5599999999995,,"2023-05-03",1.430000,,2117
182.49,40,140.40,Flat White,7299.6,7159.200000000001,,"2023-05-06",3.510000,,2118
146.26,8,4.64,Classic Hot Fudge Sundae,1170.08,1165.4399999999998,,"2023-04-14",0.580000,,2119
210.85,27,76.41,Red Velvet Cake,5692.95,5616.54,,"2023-05-06",2.830000,,2120
155.00,7,27.72,Elaichi Chai,1085.0,1057.28,,"2023-04-14",3.960000,,2121
190.93,25,47.25,Classic Affogato,4773.25,4726.0,,"2023-05-06",1.890000,,2122
165.86,13,9.49,Sizzle My Brownie Sundae,2156.18,2146.69,,"2023-05-06",0.730000,,2123
195.41,26,76.18,Plant Milk Frappe-Coconut,5080.66,5004.48,,"2023-05-03",2.930000,,2124
204.53,16,27.52,Cafe Americano Regular,3272.48,3244.96,,"2023-05-06",1.720000,,2125
206.34,27,109.89,Paneer Tikka Double Decker Sandwich,5571.18,5461.29,,"2023-05-03",4.070000,,2126
174.70,18,21.96,Irish Affogato,3144.6,3122.64,,"2023-05-06",1.220000,,2127
191.47,11,31.57,Nutty Chocolate Croissant Sundae,2106.17,2074.6,,"2023-05-03",2.870000,,2128
143.24,38,98.04,Tiramisu Affogato,5443.12,5345.08,,"2023-05-06",2.580000,,2129
143.24,29,74.82,Tiramisu Affogato,4153.96,4079.14,,"2023-05-03",2.580000,,2130
239.31,14,48.86,Paneer Tikka Sandwich,3350.34,3301.48,,"2023-05-06",3.490000,,2131
223.30,9,28.08,Plant Milk Frappe-Oat,2009.7,1981.6200000000001,,"2023-05-03",3.120000,,2132
145.80,37,71.78,Hazelnut Latte,5394.6,5322.820000000001,,"2023-04-14",1.940000,,2133
185.05,23,94.53,Croissant,4256.15,4161.62,,"2023-05-06",4.110000,,2134
195.41,15,43.95,Plant Milk Frappe-Coconut,2931.15,2887.2000000000003,,"2023-05-03",2.930000,,2135
173.56,15,68.85,Signature Choco Fantasy,2603.4,2534.55,,"2023-05-06",4.590000,,2136
89.48,59,217.12,Hazelnut Affogato,5279.32,5062.2,,"2023-05-07",3.680000,,2137
182.49,18,63.18,Flat White,3284.82,3221.6400000000003,,"2023-05-07",3.510000,,2138
163.93,7,22.33,Berry Vanilla Croissant Sundae,1147.51,1125.18,,"2023-05-03",3.190000,,2139
206.34,8,32.56,Paneer Tikka Double Decker Sandwich,1650.72,1618.16,,"2023-05-07",4.070000,,2140
223.30,10,31.20,Plant Milk Frappe-Oat,2233.0,2201.8,,"2023-05-03",3.120000,,2141
141.44,8,26.48,Cheese Tomato Croissant Sliders,1131.52,1105.04,,"2023-05-07",3.310000,,2142
160.93,21,57.33,Hazelnut Cappuccino,3379.53,3322.2000000000003,,"2023-05-07",2.730000,,2143
104.69,34,32.30,Spicy Mango Slush,3559.46,3527.16,,"2023-05-07",0.950000,,2144
179.99,30,90.60,Smoked Chicken N Mozzarella Toastizza,5399.7,5309.099999999999,,"2023-05-14",3.020000,,2145
115.23,23,92.92,Vietnamese Iced Coffee,2650.29,2557.37,,"2023-04-22",4.040000,,2146
222.93,18,42.30,Espresso Doppio,4012.74,3970.4399999999996,,"2023-05-07",2.350000,,2147
175.70,24,36.72,Irish Latte,4216.8,4180.08,,"2023-04-22",1.530000,,2148
130.23,50,211.00,Caramel Affogato,6511.5,6300.5,,"2023-05-14",4.220000,,2149
109.74,17,64.09,Salted Caramel Cappuccino,1865.58,1801.49,,"2023-05-07",3.770000,,2150
223.30,19,59.28,Plant Milk Frappe-Oat,4242.7,4183.42,,"2023-04-22",3.120000,,2151
132.68,34,86.70,Cappuccino King,4511.12,4424.42,,"2023-05-14",2.550000,,2152
251.37,19,82.65,Gooey Fudgy Brownie Sundae,4776.03,4693.38,,"2023-05-07",4.350000,,2153
147.59,28,66.08,Soya Cappuccino King,4132.52,4066.4400000000005,,"2023-05-03",2.360000,,2154
155.00,15,59.40,Elaichi Chai,2325.0,2265.6,,"2023-04-22",3.960000,,2155
89.48,11,40.48,Hazelnut Affogato,984.28,943.8,,"2023-05-14",3.680000,,2156
228.98,16,42.24,Chocolate Croissant,3663.68,3621.44,,"2023-05-07",2.640000,,2157
141.44,26,86.06,Cheese Tomato Croissant Sliders,3677.44,3591.38,,"2023-05-03",3.310000,,2158
115.23,11,44.44,Vietnamese Iced Coffee,1267.53,1223.09,,"2023-04-22",4.040000,,2159
160.93,31,84.63,Hazelnut Cappuccino,4988.83,4904.2,,"2023-05-07",2.730000,,2160
243.15,19,31.92,Peanut Butter Banana Frappe,4619.85,4587.93,,"2023-05-14",1.680000,,2161
141.44,7,23.17,Cheese Tomato Croissant Sliders,990.08,966.9100000000001,,"2023-05-03",3.310000,,2162
156.45,27,57.24,Classic Garlic Bread,4224.15,4166.91,,"2023-04-22",2.120000,,2163
109.74,37,139.49,Salted Caramel Cappuccino,4060.38,3920.8900000000003,,"2023-05-14",3.770000,,2164
175.70,27,41.31,Irish Latte,4743.9,4702.589999999999,,"2023-05-03",1.530000,,2165
233.02,11,50.93,Filter Coffee,2563.22,2512.29,,"2023-05-14",4.630000,,2166
143.24,13,33.54,Tiramisu Affogato,1862.12,1828.58,,"2023-04-22",2.580000,,2167
225.70,6,28.56,Chilli Cheese Toast,1354.2,1325.64,,"2023-05-14",4.760000,,2168
165.86,10,7.30,Sizzle My Brownie Sundae,1658.6,1651.3,,"2023-05-03",0.730000,,2169
204.53,28,48.16,Cafe Americano Regular,5726.84,5678.68,,"2023-04-22",1.720000,,2170
206.17,7,18.48,Smoked Chicken Sandwich,1443.19,1424.71,,"2023-05-03",2.640000,,2171
179.99,18,54.36,Smoked Chicken N Mozzarella Toastizza,3239.82,3185.46,,"2023-05-14",3.020000,,2172
172.51,13,43.68,Tandoori Chicken Double Decker Sandwich,2242.63,2198.9500000000003,,"2023-05-03",3.360000,,2173
145.80,28,54.32,Hazelnut Latte,4082.4,4028.08,,"2023-05-14",1.940000,,2174
148.51,20,28.60,White Mocha,2970.2,2941.6,,"2023-05-07",1.430000,,2175
231.91,12,46.44,Cafe Mocha,2782.92,2736.48,,"2023-05-14",3.870000,,2176
195.41,16,46.88,Plant Milk Frappe-Coconut,3126.56,3079.68,,"2023-05-07",2.930000,,2177
155.00,17,67.32,Elaichi Chai,2635.0,2567.68,,"2023-05-14",3.960000,,2178
239.31,5,17.45,Paneer Tikka Sandwich,1196.55,1179.1,,"2023-04-22",3.490000,,2179
204.53,17,29.24,Cafe Americano Regular,3477.01,3447.7700000000004,,"2023-05-03",1.720000,,2180
180.56,8,8.32,Classic New York Cheesecake,1444.48,1436.16,,"2023-05-07",1.040000,,2181
239.31,15,52.35,Paneer Tikka Sandwich,3589.65,3537.3,,"2023-05-14",3.490000,,2182
150.19,38,78.66,Frappe Lite,5707.22,5628.56,,"2023-04-22",2.070000,,2183
195.41,27,79.11,Plant Milk Frappe-Coconut,5276.07,5196.96,,"2023-05-04",2.930000,,2184
204.53,27,46.44,Cafe Americano Regular,5522.31,5475.870000000001,,"2023-05-14",1.720000,,2185
182.12,25,103.25,Irish Coffee,4553.0,4449.75,,"2023-04-22",4.130000,,2186
195.26,19,53.96,Adrak Wali Chai,3709.94,3655.98,,"2023-05-04",2.840000,,2187
182.12,8,33.04,Irish Coffee,1456.96,1423.92,,"2023-05-14",4.130000,,2188
231.91,10,38.70,Cafe Mocha,2319.1,2280.4,,"2023-05-04",3.870000,,2189
243.15,10,16.80,Peanut Butter Banana Frappe,2431.5,2414.7,,"2023-05-14",1.680000,,2190
210.85,26,73.58,Red Velvet Cake,5482.1,5408.52,,"2023-05-14",2.830000,,2191
165.86,21,15.33,Sizzle My Brownie Sundae,3483.06,3467.73,,"2023-05-14",0.730000,,2192
201.15,21,56.07,Cafe Latte Regular,4224.15,4168.08,,"2023-05-04",2.670000,,2193
176.72,17,55.25,Paneer N Mozzarella Toastizza,3004.24,2948.99,,"2023-05-14",3.250000,,2194
174.70,17,20.74,Irish Affogato,2969.9,2949.1600000000003,,"2023-05-04",1.220000,,2195
148.51,12,17.16,White Mocha,1782.12,1764.9599999999998,,"2023-04-22",1.430000,,2196
185.05,22,90.42,Croissant,4071.1,3980.68,,"2023-05-07",4.110000,,2197
173.04,4,18.88,Spinach Corn N Cheese Sandwich,692.16,673.28,,"2023-05-15",4.720000,,2198
194.70,13,48.88,Coconut Spiced Latte,2531.1,2482.22,,"2023-04-22",3.760000,,2199
156.45,21,44.52,Classic Garlic Bread,3285.45,3240.93,,"2023-05-07",2.120000,,2200
125.37,17,38.76,Death By Chocolate Sundae,2131.29,2092.5299999999997,,"2023-05-15",2.280000,,2201
252.24,7,6.44,Hazelnut Brownie,1765.68,1759.24,,"2023-05-07",0.920000,,2202
191.47,17,48.79,Nutty Chocolate Croissant Sundae,3254.99,3206.2,,"2023-05-08",2.870000,,2203
243.15,21,35.28,Peanut Butter Banana Frappe,5106.15,5070.87,,"2023-05-15",1.680000,,2204
233.02,8,37.04,Filter Coffee,1864.16,1827.1200000000001,,"2023-05-08",4.630000,,2205
195.41,8,23.44,Plant Milk Frappe-Coconut,1563.28,1539.84,,"2023-05-15",2.930000,,2206
176.72,16,52.00,Paneer N Mozzarella Toastizza,2827.52,2775.52,,"2023-05-08",3.250000,,2207
195.41,9,26.37,Plant Milk Frappe-Coconut,1758.69,1732.3200000000002,,"2023-04-22",2.930000,,2208
231.91,22,85.14,Cafe Mocha,5102.02,5016.88,,"2023-05-15",3.870000,,2209
206.34,18,73.26,Paneer Tikka Double Decker Sandwich,3714.12,3640.8599999999997,,"2023-05-08",4.070000,,2210
104.69,59,56.05,Spicy Mango Slush,6176.71,6120.66,,"2023-04-22",0.950000,,2211
245.97,10,29.20,Vanilla Latte Regular,2459.7,2430.5,,"2023-05-08",2.920000,,2212
132.68,6,15.30,Cappuccino King,796.08,780.7800000000001,,"2023-05-15",2.550000,,2213
173.56,16,73.44,Signature Choco Fantasy,2776.96,2703.52,,"2023-05-08",4.590000,,2214
233.02,6,27.78,Filter Coffee,1398.12,1370.34,,"2023-05-15",4.630000,,2215
140.51,25,98.50,Cafe Americano Strong,3512.75,3414.25,,"2023-05-08",3.940000,,2216
143.24,11,28.38,Tiramisu Affogato,1575.64,1547.26,,"2023-05-15",2.580000,,2217
146.26,46,26.68,Classic Hot Fudge Sundae,6727.96,6701.28,,"2023-05-08",0.580000,,2218
176.72,9,29.25,Paneer N Mozzarella Toastizza,1590.48,1561.23,,"2023-05-08",3.250000,,2219
194.70,20,75.20,Coconut Spiced Latte,3894.0,3818.8,,"2023-05-15",3.760000,,2220
233.45,14,54.32,Honey Cinnamon Coffee,3268.3,3213.98,,"2023-04-22",3.880000,,2221
185.05,7,28.77,Croissant,1295.35,1266.58,,"2023-05-08",4.110000,,2222
173.04,13,61.36,Spinach Corn N Cheese Sandwich,2249.52,2188.16,,"2023-04-22",4.720000,,2223
176.72,20,65.00,Paneer N Mozzarella Toastizza,3534.4,3469.4,,"2023-05-15",3.250000,,2224
173.56,30,137.70,Signature Choco Fantasy,5206.8,5069.1,,"2023-05-04",4.590000,,2225
130.23,10,42.20,Caramel Affogato,1302.3,1260.1,,"2023-05-08",4.220000,,2226
206.34,28,113.96,Paneer Tikka Double Decker Sandwich,5777.52,5663.56,,"2023-04-22",4.070000,,2227
252.24,14,12.88,Hazelnut Brownie,3531.36,3518.48,,"2023-05-15",0.920000,,2228
155.00,27,106.92,Elaichi Chai,4185.0,4078.08,,"2023-05-04",3.960000,,2229
191.47,22,63.14,Nutty Chocolate Croissant Sundae,4212.34,4149.2,,"2023-04-22",2.870000,,2230
